date,product,units_sold,unit_price,cogs_per_unit,fulfilment_cost_per_unit,marketing_spend,returns_rate,revenue,cogs,returns_cost,fulfilment_cost,gross_profit,net_profit,month
2023-03-07,Product B,67,40,23,4,355.72,0.059,2680,1541,158.12,268,1139,357.15999999999997,2023-03
2023-03-07,Product C,36,60,32,5,237.06,0.015,2160,1152,32.4,180,1008,558.54,2023-03
2023-03-07,Product D,26,90,48,7,228.54,0.015,2340,1248,35.1,182,1092,646.36,2023-03
2023-03-08,Product A,87,25,13,3,251.41,0.089,2175,1131,193.575,261,1044,338.015,2023-03
2023-03-08,Product B,62,40,23,4,284.11,0.034,2480,1426,84.32000000000001,248,1054,437.56999999999994,2023-03
2023-03-08,Product C,40,60,32,5,209.7,0.029,2400,1280,69.60000000000001,200,1120,640.7,2023-03
2023-03-08,Product D,23,90,48,7,226.47,0.014,2070,1104,28.98,161,966,549.55,2023-03
2023-03-09,Product A,86,25,13,3,432.37,0.052,2150,1118,111.8,258,1032,229.83000000000004,2023-03
2023-03-09,Product B,58,40,23,4,329.43,0.048,2320,1334,111.36,232,986,313.21,2023-03
2023-03-09,Product C,35,60,32,5,279.51,0.028,2100,1120,58.800000000000004,175,980,466.69000000000005,2023-03
2023-03-09,Product D,21,90,48,7,219.98,0.013,1890,1008,24.57,147,882,490.44999999999993,2023-03
2023-03-10,Product A,74,25,13,3,386.27,0.067,1850,962,123.95,222,888,155.77999999999997,2023-03
2023-03-10,Product B,63,40,23,4,267.62,0.031,2520,1449,78.12,252,1071,473.26,2023-03
2023-03-10,Product C,39,60,32,5,300.3,0.028,2340,1248,65.52,195,1092,531.1800000000001,2023-03
2023-03-10,Product D,24,90,48,7,244.02,0.019,2160,1152,41.04,168,1008,554.94,2023-03
2023-03-11,Product A,108,25,13,3,356.26,0.081,2700,1404,218.70000000000002,324,1296,397.03999999999996,2023-03
2023-03-11,Product B,68,40,23,4,318.18,0.032,2720,1564,87.04,272,1156,478.78000000000003,2023-03
2023-03-11,Product C,21,60,32,5,276.17,0.018,1260,672,22.68,105,588,184.14999999999998,2023-03
2023-03-11,Product D,19,90,48,7,217.15,0.016,1710,912,27.36,133,798,420.49,2023-03
2023-03-12,Product A,81,25,13,3,352.05,0.08,2025,1053,162.0,243,972,214.95,2023-03
2023-03-12,Product B,51,40,23,4,250.94,0.057,2040,1173,116.28,204,867,295.78000000000003,2023-03
2023-03-12,Product C,30,60,32,5,299.15,0.031,1800,960,55.8,150,840,335.05000000000007,2023-03
2023-03-12,Product D,19,90,48,7,185.07,0.018,1710,912,30.779999999999998,133,798,449.15000000000003,2023-03
2023-03-13,Product A,96,25,13,3,339.01,0.087,2400,1248,208.79999999999998,288,1152,316.19000000000005,2023-03
2023-03-13,Product B,76,40,23,4,269.14,0.059,3040,1748,179.35999999999999,304,1292,539.5,2023-03
2023-03-13,Product C,35,60,32,5,286.75,0.023,2100,1120,48.3,175,980,469.95000000000005,2023-03
2023-03-13,Product D,21,90,48,7,240.13,0.018,1890,1008,34.019999999999996,147,882,460.85,2023-03
2023-03-14,Product A,97,25,13,3,375.26,0.055,2425,1261,133.375,291,1164,364.365,2023-03
2023-03-14,Product B,70,40,23,4,280.4,0.049,2800,1610,137.20000000000002,280,1190,492.4,2023-03
2023-03-14,Product C,31,60,32,5,276.35,0.03,1860,992,55.8,155,868,380.85,2023-03
2023-03-14,Product D,18,90,48,7,263.25,0.02,1620,864,32.4,126,756,334.35,2023-03
2023-03-15,Product A,103,25,13,3,436.91,0.061,2575,1339,157.075,309,1236,333.01499999999993,2023-03
2023-03-15,Product B,63,40,23,4,262.08,0.051,2520,1449,128.51999999999998,252,1071,428.40000000000003,2023-03
2023-03-15,Product C,26,60,32,5,202.01,0.027,1560,832,42.12,130,728,353.87,2023-03
2023-03-15,Product D,19,90,48,7,266.92,0.024,1710,912,41.04,133,798,357.04,2023-03
2023-03-16,Product A,99,25,13,3,281.1,0.074,2475,1287,183.14999999999998,297,1188,426.75,2023-03
2023-03-16,Product B,54,40,23,4,317.03,0.05,2160,1242,108.0,216,918,276.97,2023-03
2023-03-16,Product C,26,60,32,5,257.51,0.035,1560,832,54.60000000000001,130,728,285.89,2023-03
2023-03-16,Product D,21,90,48,7,207.07,0.017,1890,1008,32.13,147,882,495.8,2023-03
2023-03-17,Product A,110,25,13,3,432.89,0.058,2750,1430,159.5,330,1320,397.61,2023-03
2023-03-17,Product B,64,40,23,4,265.47,0.044,2560,1472,112.63999999999999,256,1088,453.89,2023-03
2023-03-17,Product C,31,60,32,5,278.88,0.03,1860,992,55.8,155,868,378.32000000000005,2023-03
2023-03-17,Product D,24,90,48,7,212.67,0.016,2160,1152,34.56,168,1008,592.7700000000001,2023-03
2023-03-18,Product A,93,25,13,3,393.29,0.078,2325,1209,181.35,279,1116,262.35999999999996,2023-03
2023-03-18,Product B,67,40,23,4,342.98,0.045,2680,1541,120.6,268,1139,407.41999999999996,2023-03
2023-03-18,Product C,31,60,32,5,292.53,0.028,1860,992,52.08,155,868,368.39,2023-03
2023-03-18,Product D,21,90,48,7,198.57,0.018,1890,1008,34.019999999999996,147,882,502.41,2023-03
2023-03-19,Product A,74,25,13,3,270.65,0.088,1850,962,162.79999999999998,222,888,232.55000000000007,2023-03
2023-03-19,Product B,59,40,23,4,257.43,0.056,2360,1357,132.16,236,1003,377.41,2023-03
2023-03-19,Product C,35,60,32,5,214.76,0.02,2100,1120,42.0,175,980,548.24,2023-03
2023-03-19,Product D,19,90,48,7,221.92,0.023,1710,912,39.33,133,798,403.75,2023-03
2023-03-20,Product A,81,25,13,3,274.49,0.06,2025,1053,121.5,243,972,333.01,2023-03
2023-03-20,Product B,65,40,23,4,404.42,0.051,2600,1495,132.6,260,1105,307.97999999999996,2023-03
2023-03-20,Product C,22,60,32,5,296.97,0.022,1320,704,29.04,110,616,179.98999999999995,2023-03
2023-03-20,Product D,22,90,48,7,211.79,0.01,1980,1056,19.8,154,924,538.4100000000001,2023-03
2023-03-21,Product A,121,25,13,3,283.28,0.083,3025,1573,251.07500000000002,363,1452,554.645,2023-03
2023-03-21,Product B,76,40,23,4,268.72,0.056,3040,1748,170.24,304,1292,549.04,2023-03
2023-03-21,Product C,39,60,32,5,262.32,0.028,2340,1248,65.52,195,1092,569.1600000000001,2023-03
2023-03-21,Product D,15,90,48,7,241.69,0.011,1350,720,14.85,105,630,268.46,2023-03
2023-03-22,Product A,83,25,13,3,217.67,0.069,2075,1079,143.175,249,996,386.1550000000001,2023-03
2023-03-22,Product B,52,40,23,4,304.1,0.053,2080,1196,110.24,208,884,261.65999999999997,2023-03
2023-03-22,Product C,35,60,32,5,287.92,0.033,2100,1120,69.3,175,980,447.78000000000003,2023-03
2023-03-22,Product D,21,90,48,7,252.95,0.021,1890,1008,39.690000000000005,147,882,442.35999999999996,2023-03
2023-03-23,Product A,80,25,13,3,310.87,0.086,2000,1040,172.0,240,960,237.13,2023-03
2023-03-23,Product B,50,40,23,4,375.96,0.038,2000,1150,76.0,200,850,198.04000000000002,2023-03
2023-03-23,Product C,34,60,32,5,224.2,0.02,2040,1088,40.800000000000004,170,952,517.0,2023-03
2023-03-23,Product D,19,90,48,7,240.37,0.016,1710,912,27.36,133,798,397.27,2023-03
2023-03-24,Product A,95,25,13,3,256.11,0.086,2375,1235,204.24999999999997,285,1140,394.64,2023-03
2023-03-24,Product B,60,40,23,4,315.81,0.033,2400,1380,79.2,240,1020,384.98999999999995,2023-03
2023-03-24,Product C,37,60,32,5,250.24,0.021,2220,1184,46.620000000000005,185,1036,554.14,2023-03
2023-03-24,Product D,22,90,48,7,258.18,0.019,1980,1056,37.62,154,924,474.2,2023-03
2023-03-25,Product A,92,25,13,3,351.43,0.059,2300,1196,135.7,276,1104,340.86999999999995,2023-03
2023-03-25,Product B,75,40,23,4,195.0,0.032,3000,1725,96.0,300,1275,684.0,2023-03
2023-03-25,Product C,29,60,32,5,260.15,0.028,1740,928,48.72,145,812,358.13,2023-03
2023-03-25,Product D,26,90,48,7,201.42,0.022,2340,1248,51.48,182,1092,657.1,2023-03
2023-03-26,Product A,109,25,13,3,401.24,0.07,2725,1417,190.75000000000003,327,1308,389.01,2023-03
2023-03-26,Product B,67,40,23,4,289.78,0.032,2680,1541,85.76,268,1139,495.46000000000004,2023-03
2023-03-26,Product C,35,60,32,5,284.91,0.035,2100,1120,73.5,175,980,446.59,2023-03
2023-03-26,Product D,20,90,48,7,235.92,0.011,1800,960,19.799999999999997,140,840,444.2800000000001,2023-03
2023-03-27,Product A,88,25,13,3,305.21,0.057,2200,1144,125.4,264,1056,361.39000000000004,2023-03
2023-03-27,Product B,60,40,23,4,323.97,0.039,2400,1380,93.6,240,1020,362.42999999999995,2023-03
2023-03-27,Product C,30,60,32,5,267.26,0.032,1800,960,57.6,150,840,365.14,2023-03
2023-03-27,Product D,21,90,48,7,157.49,0.018,1890,1008,34.019999999999996,147,882,543.49,2023-03
2023-03-28,Product A,95,25,13,3,289.76,0.062,2375,1235,147.25,285,1140,417.99,2023-03
2023-03-28,Product B,56,40,23,4,283.94,0.056,2240,1288,125.44,224,952,318.61999999999995,2023-03
2023-03-28,Product C,33,60,32,5,203.79,0.022,1980,1056,43.559999999999995,165,924,511.6500000000001,2023-03
2023-03-28,Product D,27,90,48,7,210.41,0.013,2430,1296,31.59,189,1134,703.0,2023-03
2023-03-29,Product A,114,25,13,3,447.56,0.065,2850,1482,185.25,342,1368,393.19,2023-03
2023-03-29,Product B,50,40,23,4,258.14,0.039,2000,1150,78.0,200,850,313.86,2023-03
2023-03-29,Product C,29,60,32,5,239.47,0.031,1740,928,53.94,145,812,373.5899999999999,2023-03
2023-03-29,Product D,22,90,48,7,209.23,0.023,1980,1056,45.54,154,924,515.23,2023-03
2023-03-30,Product A,98,25,13,3,423.74,0.054,2450,1274,132.3,294,1176,325.96000000000004,2023-03
2023-03-30,Product B,58,40,23,4,266.61,0.044,2320,1334,102.08,232,986,385.30999999999995,2023-03
2023-03-30,Product C,22,60,32,5,315.53,0.022,1320,704,29.04,110,616,161.43,2023-03
2023-03-30,Product D,24,90,48,7,357.42,0.017,2160,1152,36.720000000000006,168,1008,445.85999999999996,2023-03
2023-03-31,Product A,88,25,13,3,367.24,0.074,2200,1144,162.79999999999998,264,1056,261.96000000000004,2023-03
2023-03-31,Product B,65,40,23,4,362.86,0.037,2600,1495,96.19999999999999,260,1105,385.93999999999994,2023-03
2023-03-31,Product C,33,60,32,5,311.83,0.034,1980,1056,67.32000000000001,165,924,379.84999999999997,2023-03
2023-03-31,Product D,25,90,48,7,254.49,0.023,2250,1200,51.75,175,1050,568.76,2023-03
2023-04-01,Product A,81,25,13,3,407.32,0.068,2025,1053,137.70000000000002,243,972,183.97999999999996,2023-04
2023-04-01,Product B,61,40,23,4,290.47,0.059,2440,1403,143.95999999999998,244,1037,358.56999999999994,2023-04
2023-04-01,Product C,33,60,32,5,291.1,0.03,1980,1056,59.4,165,924,408.5,2023-04
2023-04-01,Product D,27,90,48,7,211.72,0.02,2430,1296,48.6,189,1134,684.68,2023-04
2023-04-02,Product A,82,25,13,3,313.48,0.055,2050,1066,112.75,246,984,311.77,2023-04
2023-04-02,Product B,61,40,23,4,296.57,0.033,2440,1403,80.52000000000001,244,1037,415.91,2023-04
2023-04-02,Product C,40,60,32,5,267.99,0.023,2400,1280,55.199999999999996,200,1120,596.81,2023-04
2023-04-02,Product D,26,90,48,7,304.41,0.011,2340,1248,25.74,182,1092,579.8499999999999,2023-04
2023-04-03,Product A,110,25,13,3,386.13,0.057,2750,1430,156.75,330,1320,447.12,2023-04
2023-04-03,Product B,64,40,23,4,256.98,0.048,2560,1472,122.88,256,1088,452.14,2023-04
2023-04-03,Product C,39,60,32,5,313.03,0.019,2340,1248,44.46,195,1092,539.51,2023-04
2023-04-03,Product D,18,90,48,7,239.31,0.016,1620,864,25.92,126,756,364.77000000000004,2023-04
2023-04-04,Product A,69,25,13,3,326.69,0.069,1725,897,119.025,207,828,175.28500000000003,2023-04
2023-04-04,Product B,63,40,23,4,322.34,0.033,2520,1449,83.16000000000001,252,1071,413.50000000000006,2023-04
2023-04-04,Product C,32,60,32,5,178.0,0.022,1920,1024,42.239999999999995,160,896,515.76,2023-04
2023-04-04,Product D,22,90,48,7,190.01,0.013,1980,1056,25.74,154,924,554.25,2023-04
2023-04-05,Product A,96,25,13,3,330.03,0.07,2400,1248,168.00000000000003,288,1152,365.97,2023-04
2023-04-05,Product B,66,40,23,4,334.64,0.046,2640,1518,121.44,264,1122,401.91999999999996,2023-04
2023-04-05,Product C,38,60,32,5,250.06,0.033,2280,1216,75.24000000000001,190,1064,548.7,2023-04
2023-04-05,Product D,23,90,48,7,225.03,0.014,2070,1104,28.98,161,966,550.99,2023-04
2023-04-06,Product A,91,25,13,3,375.18,0.088,2275,1183,200.2,273,1092,243.61999999999995,2023-04
2023-04-06,Product B,68,40,23,4,353.53,0.035,2720,1564,95.2,272,1156,435.27,2023-04
2023-04-06,Product C,36,60,32,5,248.67,0.017,2160,1152,36.720000000000006,180,1008,542.61,2023-04
2023-04-06,Product D,19,90,48,7,198.57,0.012,1710,912,20.52,133,798,445.91,2023-04
2023-04-07,Product A,98,25,13,3,328.52,0.051,2450,1274,124.94999999999999,294,1176,428.53,2023-04
2023-04-07,Product B,74,40,23,4,298.12,0.046,2960,1702,136.16,296,1258,527.72,2023-04
2023-04-07,Product C,36,60,32,5,174.91,0.019,2160,1152,41.04,180,1008,612.0500000000001,2023-04
2023-04-07,Product D,21,90,48,7,207.08,0.011,1890,1008,20.79,147,882,507.13,2023-04
2023-04-08,Product A,58,25,13,3,327.51,0.073,1450,754,105.85,174,696,88.63999999999999,2023-04
2023-04-08,Product B,64,40,23,4,265.27,0.032,2560,1472,81.92,256,1088,484.81000000000006,2023-04
2023-04-08,Product C,30,60,32,5,291.04,0.028,1800,960,50.4,150,840,348.56,2023-04
2023-04-08,Product D,20,90,48,7,208.42,0.014,1800,960,25.2,140,840,466.38,2023-04
2023-04-09,Product A,103,25,13,3,459.78,0.066,2575,1339,169.95000000000002,309,1236,297.27,2023-04
2023-04-09,Product B,58,40,23,4,321.87,0.047,2320,1334,109.04,232,986,323.09000000000003,2023-04
2023-04-09,Product C,30,60,32,5,293.21,0.027,1800,960,48.6,150,840,348.19,2023-04
2023-04-09,Product D,24,90,48,7,201.64,0.013,2160,1152,28.08,168,1008,610.28,2023-04
2023-04-10,Product A,109,25,13,3,391.71,0.069,2725,1417,188.025,327,1308,401.26500000000004,2023-04
2023-04-10,Product B,74,40,23,4,395.57,0.05,2960,1702,148.0,296,1258,418.43,2023-04
2023-04-10,Product C,35,60,32,5,374.74,0.018,2100,1120,37.8,175,980,392.46000000000004,2023-04
2023-04-10,Product D,26,90,48,7,230.44,0.024,2340,1248,56.160000000000004,182,1092,623.4000000000001,2023-04
2023-04-11,Product A,82,25,13,3,307.27,0.079,2050,1066,161.95,246,984,268.78,2023-04
2023-04-11,Product B,64,40,23,4,281.1,0.042,2560,1472,107.52000000000001,256,1088,443.38,2023-04
2023-04-11,Product C,30,60,32,5,265.37,0.026,1800,960,46.8,150,840,377.83000000000004,2023-04
2023-04-11,Product D,24,90,48,7,212.59,0.025,2160,1152,54.0,168,1008,573.41,2023-04
2023-04-12,Product A,110,25,13,3,200.73,0.066,2750,1430,181.5,330,1320,607.77,2023-04
2023-04-12,Product B,55,40,23,4,253.1,0.051,2200,1265,112.19999999999999,220,935,349.69999999999993,2023-04
2023-04-12,Product C,42,60,32,5,277.98,0.018,2520,1344,45.36,210,1176,642.66,2023-04
2023-04-12,Product D,20,90,48,7,301.2,0.019,1800,960,34.199999999999996,140,840,364.59999999999997,2023-04
2023-04-13,Product A,75,25,13,3,365.48,0.078,1875,975,146.25,225,900,163.26999999999998,2023-04
2023-04-13,Product B,59,40,23,4,328.7,0.036,2360,1357,84.96,236,1003,353.34,2023-04
2023-04-13,Product C,38,60,32,5,309.2,0.023,2280,1216,52.44,190,1064,512.3599999999999,2023-04
2023-04-13,Product D,28,90,48,7,222.7,0.018,2520,1344,45.36,196,1176,711.94,2023-04
2023-04-14,Product A,99,25,13,3,291.22,0.076,2475,1287,188.1,297,1188,411.67999999999995,2023-04
2023-04-14,Product B,53,40,23,4,306.55,0.047,2120,1219,99.64,212,901,282.81,2023-04
2023-04-14,Product C,33,60,32,5,230.87,0.022,1980,1056,43.559999999999995,165,924,484.57000000000005,2023-04
2023-04-14,Product D,27,90,48,7,224.87,0.012,2430,1296,29.16,189,1134,690.97,2023-04
2023-04-15,Product A,117,25,13,3,266.84,0.083,2925,1521,242.775,351,1404,543.385,2023-04
2023-04-15,Product B,61,40,23,4,173.39,0.044,2440,1403,107.36,244,1037,512.25,2023-04
2023-04-15,Product C,32,60,32,5,226.72,0.023,1920,1024,44.16,160,896,465.12,2023-04
2023-04-15,Product D,23,90,48,7,234.64,0.018,2070,1104,37.26,161,966,533.1,2023-04
2023-04-16,Product A,99,25,13,3,416.08,0.072,2475,1287,178.2,297,1188,296.71999999999997,2023-04
2023-04-16,Product B,63,40,23,4,314.64,0.046,2520,1449,115.92,252,1071,388.44000000000005,2023-04
2023-04-16,Product C,34,60,32,5,243.46,0.025,2040,1088,51.0,170,952,487.53999999999996,2023-04
2023-04-16,Product D,19,90,48,7,178.99,0.018,1710,912,30.779999999999998,133,798,455.23,2023-04
2023-04-17,Product A,96,25,13,3,411.41,0.088,2400,1248,211.2,288,1152,241.38999999999993,2023-04
2023-04-17,Product B,65,40,23,4,295.96,0.041,2600,1495,106.60000000000001,260,1105,442.44,2023-04
2023-04-17,Product C,39,60,32,5,315.45,0.022,2340,1248,51.48,195,1092,530.0699999999999,2023-04
2023-04-17,Product D,15,90,48,7,164.08,0.022,1350,720,29.7,105,630,331.22,2023-04
2023-04-18,Product A,100,25,13,3,466.11,0.064,2500,1300,160.0,300,1200,273.89,2023-04
2023-04-18,Product B,61,40,23,4,302.56,0.059,2440,1403,143.95999999999998,244,1037,346.47999999999996,2023-04
2023-04-18,Product C,40,60,32,5,190.09,0.029,2400,1280,69.60000000000001,200,1120,660.31,2023-04
2023-04-18,Product D,24,90,48,7,132.74,0.016,2160,1152,34.56,168,1008,672.7,2023-04
2023-04-19,Product A,87,25,13,3,279.57,0.074,2175,1131,160.95,261,1044,342.47999999999996,2023-04
2023-04-19,Product B,56,40,23,4,379.72,0.041,2240,1288,91.84,224,952,256.43999999999994,2023-04
2023-04-19,Product C,39,60,32,5,272.53,0.02,2340,1248,46.800000000000004,195,1092,577.6700000000001,2023-04
2023-04-19,Product D,27,90,48,7,218.87,0.024,2430,1296,58.32,189,1134,667.81,2023-04
2023-04-20,Product A,93,25,13,3,272.05,0.071,2325,1209,165.075,279,1116,399.87499999999994,2023-04
2023-04-20,Product B,74,40,23,4,353.72,0.043,2960,1702,127.27999999999999,296,1258,481.0,2023-04
2023-04-20,Product C,29,60,32,5,234.47,0.024,1740,928,41.76,145,812,390.77,2023-04
2023-04-20,Product D,20,90,48,7,187.87,0.02,1800,960,36.0,140,840,476.13,2023-04
2023-04-21,Product A,107,25,13,3,386.25,0.087,2675,1391,232.725,321,1284,344.025,2023-04
2023-04-21,Product B,74,40,23,4,288.63,0.056,2960,1702,165.76,296,1258,507.61,2023-04
2023-04-21,Product C,39,60,32,5,303.28,0.034,2340,1248,79.56,195,1092,514.1600000000001,2023-04
2023-04-21,Product D,22,90,48,7,210.05,0.013,1980,1056,25.74,154,924,534.21,2023-04
2023-04-22,Product A,71,25,13,3,352.82,0.066,1775,923,117.15,213,852,169.03000000000003,2023-04
2023-04-22,Product B,71,40,23,4,337.21,0.035,2840,1633,99.4,284,1207,486.39000000000004,2023-04
2023-04-22,Product C,33,60,32,5,258.6,0.021,1980,1056,41.580000000000005,165,924,458.81999999999994,2023-04
2023-04-22,Product D,20,90,48,7,191.1,0.018,1800,960,32.4,140,840,476.5,2023-04
2023-04-23,Product A,96,25,13,3,482.75,0.055,2400,1248,132.0,288,1152,249.25,2023-04
2023-04-23,Product B,67,40,23,4,329.52,0.034,2680,1541,91.12,268,1139,450.36,2023-04
2023-04-23,Product C,30,60,32,5,262.91,0.023,1800,960,41.4,150,840,385.69,2023-04
2023-04-23,Product D,23,90,48,7,190.23,0.022,2070,1104,45.54,161,966,569.23,2023-04
2023-04-24,Product A,101,25,13,3,400.37,0.079,2525,1313,199.475,303,1212,309.155,2023-04
2023-04-24,Product B,62,40,23,4,372.63,0.039,2480,1426,96.72,248,1054,336.65,2023-04
2023-04-24,Product C,37,60,32,5,207.37,0.025,2220,1184,55.5,185,1036,588.13,2023-04
2023-04-24,Product D,17,90,48,7,279.61,0.013,1530,816,19.89,119,714,295.5,2023-04
2023-04-25,Product A,101,25,13,3,414.19,0.071,2525,1313,179.27499999999998,303,1212,315.535,2023-04
2023-04-25,Product B,58,40,23,4,293.9,0.043,2320,1334,99.75999999999999,232,986,360.34000000000003,2023-04
2023-04-25,Product C,32,60,32,5,266.72,0.022,1920,1024,42.239999999999995,160,896,427.03999999999996,2023-04
2023-04-25,Product D,23,90,48,7,204.31,0.018,2070,1104,37.26,161,966,563.4300000000001,2023-04
2023-04-26,Product A,98,25,13,3,348.66,0.072,2450,1274,176.39999999999998,294,1176,356.94,2023-04
2023-04-26,Product B,72,40,23,4,365.18,0.055,2880,1656,158.4,288,1224,412.42,2023-04
2023-04-26,Product C,32,60,32,5,278.86,0.025,1920,1024,48.0,160,896,409.14,2023-04
2023-04-26,Product D,20,90,48,7,178.97,0.02,1800,960,36.0,140,840,485.03,2023-04
2023-04-27,Product A,97,25,13,3,428.2,0.051,2425,1261,123.675,291,1164,321.12500000000006,2023-04
2023-04-27,Product B,63,40,23,4,310.6,0.042,2520,1449,105.84,252,1071,402.55999999999995,2023-04
2023-04-27,Product C,31,60,32,5,181.26,0.026,1860,992,48.36,155,868,483.38,2023-04
2023-04-27,Product D,26,90,48,7,215.67,0.012,2340,1248,28.080000000000002,182,1092,666.25,2023-04
2023-04-28,Product A,90,25,13,3,366.16,0.075,2250,1170,168.75,270,1080,275.09,2023-04
2023-04-28,Product B,75,40,23,4,324.05,0.049,3000,1725,147.0,300,1275,503.95,2023-04
2023-04-28,Product C,41,60,32,5,247.59,0.027,2460,1312,66.42,205,1148,628.99,2023-04
2023-04-28,Product D,21,90,48,7,169.84,0.023,1890,1008,43.47,147,882,521.6899999999999,2023-04
2023-04-29,Product A,111,25,13,3,283.57,0.065,2775,1443,180.375,333,1332,535.0550000000001,2023-04
2023-04-29,Product B,70,40,23,4,289.22,0.035,2800,1610,98.00000000000001,280,1190,522.78,2023-04
2023-04-29,Product C,37,60,32,5,299.84,0.022,2220,1184,48.839999999999996,185,1036,502.32,2023-04
2023-04-29,Product D,24,90,48,7,228.51,0.013,2160,1152,28.08,168,1008,583.41,2023-04
2023-04-30,Product A,99,25,13,3,360.53,0.07,2475,1287,173.25000000000003,297,1188,357.22,2023-04
2023-04-30,Product B,70,40,23,4,329.13,0.041,2800,1610,114.80000000000001,280,1190,466.07000000000005,2023-04
2023-04-30,Product C,42,60,32,5,275.19,0.024,2520,1344,60.480000000000004,210,1176,630.3299999999999,2023-04
2023-04-30,Product D,23,90,48,7,194.21,0.021,2070,1104,43.470000000000006,161,966,567.3199999999999,2023-04
2023-05-01,Product A,78,25,13,3,344.49,0.071,1950,1014,138.45,234,936,219.05999999999995,2023-05
2023-05-01,Product B,65,40,23,4,283.18,0.035,2600,1495,91.00000000000001,260,1105,470.82,2023-05
2023-05-01,Product C,39,60,32,5,275.53,0.017,2340,1248,39.78,195,1092,581.69,2023-05
